,open,high,low,close,volume,market_return,cum_market_return,ma_short,ma_long,feat_ma_ratio,feat_ma_trend,ma_trend_line,feat_trend_ratio,rsi,feat_rsi,ema_fast,ema_slow,macd_line,signal_line,macd_hist,feat_macd,bb_middle,bb_std_val,bb_upper,bb_lower,feat_bb_pos,k,d,j,feat_kdj,atr,feat_atr_ratio,next_ret,position,signal,cash,shares,total_value,strategy_return,cum_strategy_return
2021-07-27,145.35500444699645,145.4427434254304,141.87514775749966,143.06434631347656,104818600,-0.01490037175018033,0.015217546191655718,143.5848602294922,143.20469665527344,1.0026546794933633,1.0,,,54.32725269096397,0.5432725269096397,142.89980682826211,142.18270111053633,0.7171057177257865,0.4969145538300379,0.22019116389574855,0.001539105780235204,,,,,,65.47383724281529,55.28006369996982,85.86138432850622,0.8586138432850622,3.1449713938249846,0.021982915051042422,-0.012196208029872424,1.0,1,0.0,705.0080859522083,100861.52096246797,-0.014900371750180441,0.008615209624679654
2021-07-28,141.1537977724019,143.25926511063363,138.9411071473103,141.3195037841797,118931200,-0.012196208029872424,0.002835741802725833,143.5029754638672,142.79822235107423,1.0049353002877375,1.0,,,53.361542892293905,0.533615428922939,142.65668328301865,142.11876056784322,0.5379227151754264,0.5051161860991156,0.032806529076310875,0.0002321443818134825,,,,,,57.17040224959468,55.91017654984478,59.69085364909449,0.5969085364909449,3.1818728999743775,0.022515454641832137,0.004552494921187256,1.0,1,0.0,705.0080859522083,99631.39287060038,-0.012196208029872313,-0.0036860712939962292
2021-07-29,141.03684881635502,142.8498878684949,140.92962551695572,141.96286010742188,56699500,0.004552494921187256,0.0074011464240677505,143.2768341064453,142.52139282226562,1.0053005395465173,1.0,,,51.07407543154979,0.5107407543154978,142.54994125600376,142.1072123855898,0.4427288704139585,0.49263872296208416,-0.04990985254812569,-0.0003515697849338173,,,,,,54.33092707348766,55.38376005772574,52.2252611050115,0.522252611050115,3.110159052452567,0.021908258457112532,0.0015106928679173848,1.0,1,0.0,705.0080859522083,100084.9642806346,0.004552494921187256,0.0008496428063460293
2021-07-30,140.73469364228038,142.63545700170118,140.47150644681145,142.1773223876953,70440600,0.0015106928679173848,0.008923020151102357,142.7504669189453,142.46973419189453,1.0019704657039803,1.0,,,52.80065578575718,0.5280065578575718,142.492615276264,142.1124057190791,0.3802095571848838,0.4701528898066441,-0.0899433326217603,-0.0006326137704569027,,,,,,51.40132239698836,54.056280837479946,46.09140551600521,0.4609140551600521,3.103196136758746,0.021826238269353378,-0.0023309317835142895,1.0,1,0.0,705.0080859522083,100236.16192235913,0.0015106928679173848,0.002361619223591349
2021-08-02,142.66470486730785,143.2398049839172,141.58272954059322,141.84591674804688,62880000,-0.0023309317835142895,0.00657128941631302,142.07398986816406,142.76898803710938,0.995132001888977,0.0,,,49.74449302654947,0.4974449302654947,142.39312319499982,142.09266579529893,0.300457399700889,0.43621379178549313,-0.1357563920846041,-0.0009570694330854184,,,,,,47.89366780878346,52.00207649458112,39.676850437188165,0.39676850437188166,2.9548942824476705,0.02083171887749556,0.012644451697254366,1.0,1,0.0,705.0080859522083,100002.51826667681,-0.0023309317835144006,2.518266676809766e-05
2021-08-03,142.1286117502495,144.30230492815895,141.51451312265684,143.6394805908203,64786600,0.012644451697254366,0.01929883146518052,142.18901672363282,142.8869384765625,0.9951155595081931,0.0,,,45.89646727340225,0.4589646727340225,142.5848704866645,142.20724466904124,0.37762581762325453,0.4244961969530454,-0.04687037932979088,-0.000326305684277729,142.38980941772462,1.7596635721237264,145.90913656197208,138.87048227347717,0.6775439514900453,53.96862805560497,52.65759368158907,56.59069680363676,0.5659069680363676,2.8803940096361202,0.020052940721697787,-0.002782370149774449,1.0,1,0.0,705.0080859522083,101266.9952785036,0.012644451697254366,0.01266995278503602
2021-08-04,143.55175020828588,144.05861060643986,142.58674024606307,143.2398223876953,56368300,-0.002782370149774449,0.01646276482281195,142.57308044433594,143.03802795410155,0.9967494762535157,0.0,,,46.45019756754643,0.4645019756754643,142.6856323175923,142.28373190746004,0.40190041013227074,0.4199770395888905,-0.018076629456619753,-0.00012619835063391025,142.50580596923828,1.733943798032599,145.97369356530348,139.03791837317308,0.6058303927525625,56.143852016996426,53.81967979339152,60.79219646420624,0.6079219646420624,2.7829182104748673,0.019428383424786654,0.0007483463144344338,1.0,1,0.0,705.0080859522083,100985.23301368335,-0.002782370149774338,0.009852330136833398
2021-08-05,143.26903344221475,144.107320690727,142.47948676454712,143.34701538085938,46397700,0.0007483463144344338,0.01722343098662682,142.84991149902345,143.06337280273436,0.9985079178685856,0.0,,,51.71181745291069,0.5171181745291069,142.78738355809494,142.36249364623035,0.42488991186459657,0.4209596140440317,0.003930297820564865,2.7418065054960324e-05,142.69198303222657,1.603141967901448,145.89826696802947,139.48569909642367,0.6021481190686645,58.09683102426388,55.24539687034898,63.79969933209367,0.6379969933209366,2.6290472986303337,0.018340439619930458,-0.0047673132582317646,1.0,1,0.0,705.0080859522083,101060.80494062143,0.0007483463144342117,0.010608049406214182
2021-08-06,142.8686463484262,143.61056217962263,142.16577244694983,142.66363525390625,54126800,-0.0047673132582317646,0.012374008237500123,142.94717407226562,142.84882049560548,1.0006885081418972,1.0,,,61.967706082376445,0.6196770608237645,142.76834535745053,142.38480043198413,0.3835449254663956,0.4134766763285045,-0.029931750862108863,-0.0002098064485671576,142.75285110473632,1.576240244933249,145.9053315946028,139.60037061486983,0.4858498193776815,57.81630108827288,56.102364942990285,61.244173378838056,0.6124417337883805,2.4036154552200344,0.01684812975706149,-0.00034172570303514505,1.0,1,0.0,705.0080859522083,100579.01642534042,-0.004767313258231876,0.005790164253404173
2021-08-09,142.72226739584752,143.21037365568,142.05845003246944,142.61488342285156,48908700,-0.00034172570303514505,0.012028054017800827,143.10096740722656,142.5874786376953,1.0036012121880264,1.0,,,50.62653970539979,0.506265397053998,142.74473582905068,142.40184361649284,0.3428922125578424,0.3993597835743721,-0.05646757101652966,-0.00039594444328197847,142.84101333618165,1.5123197262670156,145.86565278871566,139.81637388364763,0.4626186228974735,61.38595947957588,57.86356312185215,68.43075219502333,0.6843075219502333,2.162136853166499,0.01516066756928251,-0.003354336408774805,1.0,1,0.0,705.0080859522083,100544.6459902419,-0.000341725703035034,0.0054464599024190985
2021-08-10,142.9565198163916,144.19631350606738,141.84363848192044,142.13650512695312,69023100,-0.003354336408774805,0.00863337146950749,142.8003723144531,142.49469451904298,1.002145180171772,1.0,,,51.682987281722376,0.5168298728172238,142.65116187488184,142.38218891356397,0.2689729613178713,0.3732824191230719,-0.10430945780520062,-0.0007338681711511452,142.8496955871582,1.5075036742334427,145.8647029356251,139.8346882386913,0.3817265168036403,55.411798902346575,57.04630838201696,52.14277994300582,0.5214277994300582,2.2243567208407393,0.01564943997465362,0.0017859255412042696,1.0,1,0.0,705.0080859522083,100207.38542348945,-0.003354336408774805,0.00207385423489459
2021-08-11,142.57583309295842,143.22989365517753,142.06819844175104,142.39035034179688,48493500,0.0017859255412042696,0.010434715569325848,142.63047790527344,142.60177917480468,1.0002012438444567,1.0,,,46.8027830770566,0.46802783077056603,142.611037023638,142.38279346380344,0.22824355983456712,0.344274647265371,-0.11603108743080387,-0.000814880266376198,142.70000076293945,1.3863556255997924,145.47271201413903,139.92728951173987,0.444160996719437,53.63783491246535,55.910150558833095,49.09320361972988,0.49093203619729875,2.1123859611026115,0.014835176268594173,0.0207732915374208,1.0,1,0.0,705.0080859522083,100386.34835253458,0.0017859255412044917,0.0038634835253457123
2021-08-12,142.71249604702388,145.50446416374157,142.37081574173467,145.3482666015625,72282600,0.0207732915374208,0.031424770495378285,143.03072814941407,142.94031982421876,1.0006324830158069,1.0,,,52.20220644774708,0.5220220644774708,143.0321492663956,142.60245814067449,0.42969112572112067,0.3613579429565209,0.06833318276459976,0.00047013413982971463,142.7308563232422,1.439779551667431,145.61041542657705,139.85129721990734,0.9544809170279112,67.78695727937352,59.869086132346574,83.62269957342743,0.8362269957342743,2.2025354680907037,0.01515350340554748,0.0014104181346492606,1.0,1,0.0,705.0080859522083,102471.70323323886,0.0207732915374208,0.024717032332388644
