date,open,high,low,close,volume,short_ma,long_ma,position,signal
2007-10-02,119.31,119.6,118.14,118.36,6911500.0,118.04,117.327,1,0
2007-10-03,117.65,117.84,116.28,116.4,7914100.0,117.85999999999999,117.3,1,0
2007-10-04,116.2,116.75,115.0,115.69,6177500.0,117.45599999999999,117.18299999999999,1,0
2007-10-05,116.17,116.71,115.47,116.3,5749400.0,117.15599999999999,117.13499999999999,1,0
2007-10-08,116.1,118.23,115.88,117.77,4822900.0,116.904,117.28699999999999,0,-1
2007-10-09,117.85,118.5,116.42,118.3,5670600.0,116.89200000000001,117.46599999999998,0,0
2007-10-10,118.0,118.8,117.68,118.62,5913800.0,117.33599999999998,117.598,0,0
2007-10-11,118.99,121.46,117.37,118.05,13018800.0,117.80799999999999,117.63199999999999,1,1
2007-10-12,118.5,118.89,117.28,117.81,5656200.0,118.11000000000001,117.633,1,0
2007-10-15,117.95,118.37,116.75,118.03,6267300.0,118.16199999999999,117.53299999999999,1,0
2007-10-16,118.02,119.94,117.5,119.6,11527300.0,118.422,117.65700000000001,1,0
2007-10-17,118.01,118.01,114.15,115.78,18100500.0,117.854,117.595,1,0
2007-10-18,114.82,116.41,114.44,114.8,7736500.0,117.204,117.506,0,-1
2007-10-19,113.98,114.93,111.8,112.28,10327200.0,116.098,117.104,0,0
2007-10-22,110.97,113.88,110.96,113.37,7576900.0,115.16599999999998,116.66400000000002,0,0
2007-10-23,113.78,114.8,113.5,114.68,5562900.0,114.18200000000002,116.30199999999999,0,0
2007-10-24,114.2,114.45,111.68,112.95,8072600.0,113.61600000000001,115.73499999999999,0,0
2007-10-25,113.32,114.4,111.69,112.81,6519900.0,113.218,115.21099999999998,0,0
2007-10-26,113.0,114.0,112.07,113.73,5030300.0,113.508,114.803,0,0
2007-10-29,113.9,115.01,113.85,114.8,5103200.0,113.79400000000001,114.48000000000002,0,0
2007-10-30,114.5,114.9,113.75,114.12,4015500.0,113.68199999999999,113.93199999999999,0,0
2007-10-31,114.75,116.25,113.28,116.12,7216800.0,114.316,113.96600000000001,1,1
2007-11-01,115.5,116.09,113.32,113.65,7594400.0,114.48400000000001,113.851,1,0
2007-11-02,114.42,115.15,113.57,114.59,6114800.0,114.65599999999999,114.08200000000002,1,0
2007-11-05,115.11,115.11,112.83,113.4,7155300.0,114.376,114.085,1,0
2007-11-06,113.49,113.95,111.67,113.17,7299700.0,114.186,113.93400000000001,1,0
2007-11-07,113.56,113.64,110.9,111.08,7087000.0,113.178,113.747,0,-1
2007-11-08,110.1,110.32,103.99,106.11,23092200.0,111.67,113.07700000000003,0,0
2007-11-09,104.92,104.92,99.27,100.2542,18084100.0,108.80283999999999,111.72942,0,0
2007-11-12,101.89,104.19,100.7,101.45,13553600.0,106.41284,110.39442000000001,0,0
2007-11-13,103.5,105.74,102.5,105.27,10777900.0,104.83283999999999,109.50942,0,0
2007-11-14,106.12,106.42,102.84,103.44,8453600.0,103.30484000000001,108.24141999999999,0,0
2007-11-15,103.24,105.64,103.05,103.6,8023600.0,102.80283999999999,107.23642,0,0
2007-11-16,104.51,105.0,103.25,104.79,9294000.0,103.71000000000001,106.25642,0,0
2007-11-19,104.34,105.39,101.34,102.22,9502200.0,103.86399999999999,105.13842,0,0
2007-11-20,102.59,104.97,101.38,103.42,8393400.0,103.494,104.16342,0,0
2007-11-21,101.41,104.09,101.41,102.22,7097200.0,103.25,103.27742,0,0
2007-11-23,103.1,104.14,102.32,104.05,2827700.0,103.33999999999999,103.07142000000002,1,1
2007-11-26,104.4,105.15,101.72,101.97,7340700.0,102.776,103.24299999999998,0,-1
2007-11-27,101.5,104.58,101.5,103.83,9117500.0,103.098,103.481,0,0
2007-11-28,104.82,108.27,104.36,107.37,9397700.0,103.888,103.691,1,1
2007-11-29,106.8,107.87,106.25,107.5,7813800.0,104.944,104.09700000000001,1,0
2007-11-30,107.529,109.19,103.93,105.18,12900200.0,105.17,104.25500000000002,1,0
2007-12-03,105.45,107.14,104.58,105.83,7918800.0,105.94200000000001,104.359,1,0
2007-12-04,105.83,107.42,104.72,106.63,6361800.0,106.502,104.8,1,0
2007-12-05,107.46,108.52,106.98,108.16,6090400.0,106.66,105.274,1,0
2007-12-06,108.0,110.0,107.93,109.7,5315500.0,107.1,106.022,1,0
2007-12-07,109.68,110.0,107.95,108.86,5985500.0,107.83600000000001,106.503,1,0
2007-12-10,109.0,110.26,109.0,109.39,4442200.0,108.548,107.245,1,0
2007-12-11,108.9,110.4,106.46,106.99,8439700.0,108.62,107.561,1,0
2007-12-12,108.95,110.2,107.38,108.47,7879800.0,108.68199999999999,107.671,1,0
2007-12-13,108.0,108.64,106.94,108.18,6252800.0,108.378,107.73899999999999,1,0
2007-12-14,107.31,107.56,104.1,105.77,9711200.0,107.75999999999999,107.798,0,-1
2007-12-17,105.37,105.99,104.0,104.53,7131100.0,106.78800000000001,107.66799999999998,0,0
2007-12-18,104.4,106.97,104.13,106.31,8042000.0,106.652,107.636,0,0
2007-12-19,106.54,108.38,105.87,107.14,7031100.0,106.386,107.53399999999999,0,0
2007-12-20,108.42,109.49,107.61,108.84,8030900.0,106.518,107.44800000000001,0,0
2007-12-21,109.75,111.16,109.15,111.05,13246600.0,107.574,107.667,0,0
2007-12-24,111.2,112.0,110.55,111.65,2342400.0,108.998,107.89299999999999,1,1
2007-12-26,111.25,112.19,110.9,111.56,3849400.0,110.048,108.35,1,0
2007-12-27,110.75,111.3,109.49,109.6,4513600.0,110.54,108.46300000000001,1,0
2007-12-28,110.76,110.76,109.108,110.09,5834500.0,110.79,108.654,1,0
2007-12-31,109.25,110.0,107.26,108.1,5732300.0,110.2,108.88699999999999,1,0
2008-01-02,108.99,108.99,104.17,104.69,9503500.0,108.80799999999999,108.90299999999999,0,-1
2008-01-03,104.41,105.57,103.98,104.9,7528900.0,107.476,108.76200000000001,0,0
2008-01-04,103.95,103.95,100.48,101.13,11034600.0,105.782,108.16099999999999,0,0
2008-01-07,100.355,101.0,99.03,100.05,12650400.0,103.774,107.282,0,0
2008-01-08,100.05,100.38,97.17,97.59,9434400.0,101.672,105.93599999999999,0,0
2008-01-09,98.08,99.15,97.16,98.31,10922100.0,100.396,104.602,0,0
2008-01-10,97.39,100.86,97.15,99.92,10634700.0,99.4,103.43800000000002,0,0
2008-01-11,99.25,99.46,97.04,97.67,8959900.0,98.708,102.245,0,0
2008-01-14,105.0,105.59,101.33,102.93,18009400.0,99.284,101.529,0,0
2008-01-15,102.04,104.64,101.23,101.83,11629500.0,100.13199999999999,100.902,0,0
2008-01-16,100.48,102.86,100.14,101.63,12681700.0,100.796,100.596,1,1
2008-01-17,102.67,103.45,100.05,101.1,11934000.0,101.03200000000001,100.216,1,0
2008-01-18,106.51,106.72,102.5,103.4,23871700.0,102.178,100.443,1,0
2008-01-22,99.16,103.09,98.55,101.22,15129500.0,101.836,100.56,1,0
2008-01-23,100.05,106.335,98.5,106.1,19588100.0,102.69000000000001,101.41099999999999,1,0
2008-01-24,106.38,107.51,104.68,106.91,13025700.0,103.74600000000001,102.271,1,0
2008-01-25,107.03,107.79,104.1,104.52,10025400.0,104.42999999999999,102.731,1,0
2008-01-28,104.41,105.77,103.83,104.98,7858500.0,104.74600000000001,103.46199999999999,1,0
2008-01-29,105.53,106.8,104.6,106.1,6616200.0,105.72200000000001,103.779,1,0
2008-01-30,105.42,107.65,104.855,105.65,7431100.0,105.63199999999999,104.16099999999999,1,0
2008-01-31,104.36,107.97,103.7,107.11,9054600.0,105.672,104.70899999999999,1,0
2008-02-01,107.21,109.4,105.86,109.08,8047100.0,106.58400000000002,105.50699999999999,1,0
2008-02-04,108.4,109.0,106.4567,107.93,5985500.0,107.174,105.96,1,0
2008-02-05,106.87,108.05,104.68,105.02,9048900.0,106.958,106.33999999999999,1,0
2008-02-06,105.05,106.49,103.58,103.59,8265700.0,106.546,106.08900000000001,1,0
2008-02-07,102.89,104.0,100.6,102.34,11255800.0,105.59200000000001,105.63199999999999,0,-1
2008-02-08,102.34,103.67,102.07,103.27,6085600.0,104.42999999999999,105.50699999999999,0,0
2008-02-11,102.9,105.55,102.87,105.14,6098300.0,103.872,105.523,0,0
2008-02-12,105.16,107.33,104.7,106.53,7650200.0,104.174,105.566,0,0
2008-02-13,106.92,108.93,106.8,108.42,6608200.0,105.14000000000001,105.843,0,0
2008-02-14,107.99,108.5,105.5,106.13,7340600.0,105.898,105.745,1,1
2008-02-15,105.83,106.25,105.0,106.16,6235600.0,106.476,105.453,1,0
2008-02-19,106.79,107.62,104.64,105.0,7376400.0,106.44800000000001,105.16,1,0
2008-02-20,104.6,108.21,104.53,107.85,7671000.0,106.71199999999999,105.44300000000001,1,0
2008-02-21,108.1,109.6,106.43,106.93,8328000.0,106.41399999999999,105.777,1,0
2008-02-22,107.14,108.48,105.71,108.07,7917200.0,106.80199999999999,106.35,1,0
2008-02-25,107.68,110.32,107.43,110.08,8158000.0,107.58600000000001,107.03099999999999,1,0
2008-02-26,109.42,114.99,109.05,114.38,18651500.0,109.46200000000002,107.955,1,0
2008-02-27,112.97,116.63,112.91,116.46,11854900.0,111.184,108.94800000000001,1,0
2008-02-28,115.9,115.9,114.56,115.24,7227200.0,112.846,109.63,1,0
2008-02-29,114.05,115.14,113.35,113.86,8475100.0,114.00399999999999,110.40299999999999,1,0
2008-03-03,114.09,114.81,113.48,114.23,6335700.0,114.83399999999999,111.21,1,0
2008-03-04,113.25,115.72,112.75,115.71,8593300.0,115.1,112.28099999999999,1,0
2008-03-05,115.15,116.41,114.25,115.39,8434200.0,114.886,113.035,1,0
2008-03-06,115.07,115.15,112.25,112.52,8018400.0,114.34200000000001,113.59400000000001,1,0
2008-03-07,112.1,114.75,111.8,113.94,8124900.0,114.35799999999999,114.181,1,0
2008-03-10,113.12,115.99,113.12,114.01,9747300.0,114.314,114.574,0,-1
2008-03-11,115.8,116.56,114.04,116.49,10480600.0,114.47,114.785,0,0
2008-03-12,116.1,118.0,115.11,117.07,9083200.0,114.806,114.846,0,0
2008-03-13,115.69,116.78,113.64,115.91,9548900.0,115.48400000000001,114.91299999999998,1,1
2008-03-14,116.1,116.52,112.69,115.2301,9734600.0,115.74202,115.05001,1,0
2008-03-17,113.0,117.04,113.0,115.55,9280300.0,116.05001999999999,115.18200999999999,1,0
2008-03-18,116.76,118.43,113.81,118.41,9966500.0,116.43401999999999,115.45201,1,0
2008-03-19,118.29,118.5,116.65,116.94,9314400.0,116.40802000000001,115.60701000000002,1,0
2008-03-20,117.6,118.48,116.65,118.33,11417900.0,116.89202,116.18800999999999,1,0
2008-03-24,118.57,119.79,118.13,119.06,8398000.0,117.65799999999999,116.70000999999999,1,0
2008-03-25,119.1,119.1,117.15,117.97,8443600.0,118.14200000000001,117.09601,1,0
2008-03-26,117.48,117.97,114.96,116.91,9617100.0,117.84200000000001,117.13801000000001,1,0
2008-03-27,116.1,116.2,114.51,115.52,8437200.0,117.55799999999999,116.98301000000001,1,0
2008-03-28,116.01,116.75,114.21,114.57,6600900.0,116.806,116.84900999999999,0,-1
2008-03-31,113.95,115.87,113.34,115.14,9707200.0,116.022,116.84,0,0
2008-04-01,115.14,118.37,114.97,116.49,11875400.0,115.726,116.93400000000001,0,0
2008-04-02,116.84,116.88,113.98,114.81,8007600.0,115.306,116.574,0,0
2008-04-03,114.35,116.82,113.86,116.02,7052900.0,115.40599999999999,116.482,0,0
2008-04-04,116.05,116.58,114.6,115.76,5733200.0,115.644,116.225,0,0
2008-04-07,116.37,117.37,115.82,116.31,6181200.0,115.878,115.95,0,0
2008-04-08,115.5,116.88,115.28,116.27,7283300.0,115.83399999999999,115.78,1,1
2008-04-09,116.5,117.72,115.72,116.77,6819100.0,116.226,115.76599999999999,1,0
2008-04-10,117.5,119.22,116.8789,118.78,9149300.0,116.77799999999999,116.09199999999998,1,0
2008-04-11,117.33,117.8,115.51,116.0,9556800.0,116.826,116.23499999999999,1,0
2008-04-14,116.2,117.94,115.95,117.28,7745600.0,117.02000000000001,116.449,1,0
2008-04-15,117.1,117.67,115.54,117.17,8642000.0,117.2,116.51699999999998,1,0
2008-04-16,118.21,120.47,117.17,120.47,19317700.0,117.94000000000001,117.083,1,0
2008-04-17,122.39,123.72,120.7,123.08,18999100.0,118.8,117.78899999999999,1,0
2008-04-18,123.85,125.0,123.15,124.4,12490800.0,120.47999999999999,118.65299999999999,1,0
2008-04-21,122.05,124.51,122.05,124.35,6952800.0,121.894,119.457,1,0
2008-04-22,123.87,124.35,123.01,123.67,5417500.0,123.194,120.197,1,0
2008-04-23,123.69,124.78,122.64,123.6,7593300.0,123.82000000000001,120.88000000000002,1,0
2008-04-24,123.38,124.9,122.73,124.19,5996700.0,124.042,121.421,1,0
2008-04-25,124.5,124.5,122.06,123.08,6313400.0,123.77799999999999,122.12900000000002,1,0
2008-04-28,122.98,123.05,121.64,121.69,5605200.0,123.24600000000001,122.56999999999998,1,0
2008-04-29,122.05,123.2,122.04,122.85,7226000.0,123.082,123.138,0,-1
2008-04-30,123.34,123.5,120.5,120.7,8128300.0,122.502,123.16100000000002,0,0
2008-05-01,121.06,124.43,121.06,123.61,8230200.0,122.38600000000001,123.21400000000001,0,0
2008-05-02,123.3,124.0,121.76,123.18,6916600.0,122.40599999999999,123.09200000000001,0,0
2008-05-05,122.76,123.25,121.74,122.03,6359300.0,122.474,122.86000000000001,0,0
2008-05-06,121.5,123.34,120.78,122.82,5910400.0,122.468,122.775,0,0
2008-05-07,122.78,124.98,122.41,124.14,11406800.0,123.15599999999999,122.82900000000002,1,1
2008-05-08,124.2,125.17,123.7,124.92,9794000.0,123.418,122.902,1,0
2008-05-09,124.37,124.65,123.63,124.06,5502900.0,123.59400000000001,123.0,1,0
2008-05-12,123.8,125.99,123.56,125.24,8666800.0,124.23599999999999,123.35500000000002,1,0
2008-05-13,125.31,126.7,125.03,126.58,9693400.0,124.98799999999999,123.728,1,0
2008-05-14,126.61,128.83,126.2,127.52,8888300.0,125.66399999999999,124.41,1,0
2008-05-15,127.06,128.68,126.9,128.46,7227900.0,126.372,124.89500000000001,1,0
2008-05-16,128.46,128.475,126.8,127.82,6372100.0,127.124,125.359,1,0
2008-05-19,127.68,128.21,126.05,126.49,6385200.0,127.374,125.80499999999999,1,0
2008-05-20,126.05,126.05,124.45,125.18,7017700.0,127.09400000000001,126.04100000000001,1,0
2008-05-21,125.05,126.4,123.02,123.62,8333900.0,126.31400000000001,125.98899999999999,1,0
2008-05-22,123.55,125.35,123.55,124.7,5031300.0,125.56199999999998,125.96700000000001,0,-1
2008-05-23,124.35,124.91,123.77,124.2,4701500.0,124.83800000000001,125.981,0,0
2008-05-27,124.01,127.38,124.0,127.32,6989200.0,125.00399999999999,126.18900000000001,0,0
2008-05-28,127.5,129.54,126.99,129.54,9875600.0,125.876,126.48499999999999,0,0
2008-05-29,129.04,129.99,128.66,129.71,7561500.0,127.09400000000001,126.704,1,1
2008-05-30,129.22,129.99,128.8,129.43,8652900.0,128.04,126.801,1,0
2008-06-02,128.67,129.37,126.7,127.36,7599300.0,128.672,126.755,1,0
2008-06-03,127.48,129.0,127.46,127.84,7238200.0,128.776,126.89000000000001,1,0
2008-06-04,127.24,128.5,126.45,127.55,6432300.0,128.378,127.127,1,0
2008-06-05,127.41,129.04,127.2,128.47,6153300.0,128.13,127.61200000000001,1,0
2008-06-06,127.6,128.14,124.74,124.94,7886200.0,127.23200000000001,127.63600000000001,0,-1
2008-06-09,125.38,126.18,124.06,125.86,5584000.0,126.93199999999999,127.80199999999999,0,0
2008-06-10,124.88,126.722,124.63,125.94,5384200.0,126.55199999999999,127.66400000000002,0,0
2008-06-11,125.9,125.9,122.86,123.25,7207200.0,125.69200000000001,127.03500000000001,0,0
2008-06-12,123.85,125.09,123.13,123.85,6748600.0,124.768,126.449,0,0
2008-06-13,124.42,126.57,124.15,126.15,6379600.0,125.00999999999999,126.12100000000001,0,0
2008-06-16,125.46,127.14,124.6466,126.71,6280200.0,125.17999999999999,126.056,0,0
2008-06-17,127.1,127.1,124.62,125.1,5277900.0,125.01199999999999,125.782,0,0
2008-06-18,124.55,125.4312,123.7,124.16,6614700.0,125.194,125.44299999999998,0,0
2008-06-19,123.84,125.62,122.36,125.02,7570200.0,125.428,125.098,1,1
2008-06-20,123.14,125.02,122.5,122.74,9624900.0,124.74600000000001,124.87799999999997,0,-1
2008-06-23,123.0,124.5,122.4,123.46,5852300.0,124.096,124.63799999999999,0,0
2008-06-24,123.08,124.25,121.9,123.46,7552900.0,123.76799999999999,124.38999999999999,0,0
2008-06-25,123.67,125.83,123.2,124.58,7131500.0,123.852,124.52299999999998,0,0
2008-06-26,123.43,123.82,120.76,121.13,9710600.0,123.074,124.251,0,0
2008-06-27,121.02,122.05,118.26,120.05,11660400.0,122.53599999999999,123.64099999999999,0,0
2008-06-30,119.99,120.22,118.15,118.53,8439000.0,121.55,122.82299999999998,0,0
2008-07-01,117.5,119.36,116.6,119.27,10069400.0,120.71199999999999,122.23999999999998,0,0
2008-07-02,118.41,120.55,118.12,119.1,8093200.0,119.61599999999999,121.734,0,0
2008-07-03,119.95,120.78,117.89,119.54,6115200.0,119.298,121.18599999999999,0,0
2008-07-07,119.62,122.64,119.62,121.5,9131100.0,119.58800000000001,121.06199999999998,0,0
2008-07-08,120.55,123.99,120.55,123.88,9813300.0,120.65799999999999,121.104,0,0
2008-07-09,124.21,124.5,120.4,120.4,9506700.0,120.88400000000001,120.798,1,1
2008-07-10,120.66,123.54,120.66,123.18,10053600.0,121.7,120.65800000000002,1,0
2008-07-11,121.8,123.74,120.57,122.12,8841400.0,122.21600000000001,120.75699999999999,1,0
2008-07-14,121.8,124.25,121.24,121.54,8317400.0,122.224,120.90599999999999,1,0
2008-07-15,121.0,124.5,119.9,123.2,10710500.0,122.08800000000001,121.373,1,0
2008-07-16,122.81,126.89,122.25,125.94,9898800.0,123.196,122.04,1,0
2008-07-17,126.39,126.96,124.0,126.52,12298200.0,123.864,122.782,1,0
2008-07-18,125.81,130.0,125.42,129.89,18317800.0,125.41799999999998,123.81700000000001,1,0
2008-07-21,129.83,129.9,127.64,128.66,7779600.0,126.84199999999998,124.53299999999999,1,0
2008-07-22,127.5,130.0,127.26,130.0,11428600.0,128.202,125.14500000000001,1,0
2008-07-23,129.78,130.33,128.29,129.52,10230300.0,128.91799999999998,126.05699999999999,1,0
2008-07-24,129.06,130.93,128.8,130.0,8946300.0,129.61399999999998,126.73899999999999,1,0
2008-07-25,129.0,129.9,128.0,128.53,7565500.0,129.342,127.38,1,0
2008-07-28,127.69,128.44,126.13,126.25,6096800.0,128.85999999999999,127.851,1,0
2008-07-29,126.54,128.168,126.25,127.66,5979400.0,128.392,128.297,1,0
2008-07-30,128.12,129.0,127.09,128.86,5826100.0,128.26,128.589,0,-1
2008-07-31,128.1,129.5,127.74,127.98,5857300.0,127.856,128.73499999999999,0,0
2008-08-01,128.52,129.3,126.28,126.64,4939700.0,127.47800000000002,128.41000000000003,0,0
2008-08-04,126.77,128.1,126.25,127.56,5994900.0,127.74000000000001,128.3,0,0
2008-08-05,127.56,128.9,127.08,128.87,6969900.0,127.98200000000001,128.187,0,0
2008-08-06,128.45,129.5,127.75,129.16,6253800.0,128.042,128.151,0,0
2008-08-07,129.16,129.97,127.9,129.05,6633500.0,128.256,128.056,1,1
2008-08-08,129.05,129.88,127.63,128.81,8561800.0,128.69,128.084,1,0
2008-08-11,128.43,128.43,125.75,126.6,7490400.0,128.498,128.119,1,0
2008-08-12,126.01,126.5,124.4,125.22,6996800.0,127.76799999999999,127.875,0,-1
2008-08-13,125.0,126.99,124.75,125.8,5857800.0,127.096,127.56899999999999,0,0
2008-08-14,125.01,128.25,124.8,126.94,6813000.0,126.674,127.465,0,0
2008-08-15,127.07,127.19,125.35,126.36,5566200.0,126.184,127.43699999999998,0,0
2008-08-18,126.49,127.0,123.68,124.59,5970000.0,125.782,127.14000000000001,0,0
2008-08-19,123.63,124.79,122.01,122.56,9311600.0,125.25,126.50899999999999,0,0
2008-08-20,123.5,123.97,122.01,122.51,6871600.0,124.59200000000001,125.84400000000001,0,0
2008-08-21,121.58,123.43,121.55,122.99,6315000.0,123.80199999999999,125.23799999999999,0,0
2008-08-22,123.3,125.35,122.8,124.93,5989200.0,123.516,124.85,0,0
2008-08-25,124.48,124.93,122.7,122.86,5827400.0,123.17,124.476,0,0
2008-08-26,122.58,122.85,121.5,122.5,6218200.0,123.15800000000002,124.204,0,0
2008-08-27,122.42,124.85,122.18,123.38,5843800.0,123.332,123.96200000000002,0,0
2008-08-28,124.06,125.45,123.58,124.58,5448200.0,123.65,123.726,0,0
2008-08-29,123.71,123.99,121.63,121.73,7156000.0,123.01000000000002,123.263,0,0
2008-09-02,122.87,124.0,117.9,118.41,11749800.0,122.12,122.64500000000001,0,0
2008-09-03,118.34,118.65,115.15,118.34,11316600.0,121.28800000000001,122.223,0,0
2008-09-04,117.99,118.9,114.9,115.0,10133800.0,119.61200000000001,121.47200000000001,0,0
2008-09-05,114.15,115.09,113.17,114.33,8811400.0,117.56199999999998,120.606,0,0
2008-09-08,118.0,118.28,115.14,117.29,10452800.0,116.674,119.84200000000001,0,0
2008-09-09,117.78,118.1,115.0,115.04,8106300.0,116.0,119.06000000000002,0,0
2008-09-10,116.4,119.95,116.1,118.04,11852200.0,115.94000000000001,118.614,0,0
2008-09-11,116.6,119.37,116.11,119.2,9737400.0,116.78000000000002,118.196,0,0
2008-09-12,118.66,119.28,116.82,118.97,6635100.0,117.708,117.63500000000002,1,1
2008-09-15,115.36,118.41,115.19,115.19,9908300.0,117.28800000000001,116.981,1,0
2008-09-16,113.73,117.64,113.32,116.05,13673200.0,117.49000000000001,116.745,1,0
2008-09-17,114.79,115.5,110.61,111.47,12298000.0,116.176,116.05799999999999,1,0
2008-09-18,112.91,118.59,111.04,115.12,15995000.0,115.35999999999999,116.07000000000001,0,-1
2008-09-19,119.59,124.0,117.5,118.85,14432600.0,115.33599999999998,116.522,0,0
2008-09-22,118.45,120.14,116.02,116.21,8844000.0,115.54,116.41399999999999,0,0
2008-09-23,116.21,118.17,114.14,115.36,8012800.0,115.402,116.446,0,0
2008-09-24,116.93,118.17,114.26,116.46,6574100.0,116.4,116.28799999999998,1,1
2008-09-25,117.75,121.99,116.12,120.11,6539200.0,117.398,116.37899999999999,1,0
2008-09-26,117.21,121.01,117.01,119.42,4760500.0,117.51199999999999,116.42399999999998,1,0
2008-09-29,117.44,118.43,109.95,114.46,9586700.0,117.16199999999999,116.351,1,0
2008-09-30,115.83,116.96,111.81,116.96,18991900.0,117.482,116.44199999999998,1,0
2008-10-01,115.51,116.8,107.75,110.13,13134400.0,116.21599999999998,116.30800000000002,0,-1
2008-10-02,108.48,109.97,103.04,104.74,11458200.0,113.14200000000001,115.27000000000001,0,0
2008-10-03,105.16,110.95,103.03,103.44,9637900.0,109.946,113.729,0,0
2008-10-06,101.21,103.0,96.6,100.62,11521400.0,107.178,112.17,0,0
2008-10-07,101.5,102.62,94.24,95.65,11416100.0,102.91599999999998,110.199,0,0
2008-10-08,91.51,97.48,89.98,90.55,17980400.0,99.0,107.60799999999999,0,0
2008-10-09,95.29,95.31,88.23,89.0,21293600.0,95.852,104.497,0,0
2008-10-10,87.41,91.66,83.51,87.75,24637400.0,92.71400000000001,101.33,0,0
2008-10-13,90.44,93.61,86.95,92.21,17101600.0,91.03200000000001,99.10499999999999,0,0
2008-10-14,96.42,99.0,92.0,93.6,15114200.0,90.62199999999999,96.769,0,0
2008-10-15,92.77,95.29,87.71,88.29,11330800.0,90.16999999999999,94.58500000000001,0,0
2008-10-16,89.38,92.0,84.35,91.52,16271300.0,90.674,93.263,0,0
2008-10-17,91.75,95.91,87.71,90.78,15230700.0,91.28,91.99699999999999,0,0
2008-10-20,92.21,93.31,89.33,92.51,9747100.0,91.34,91.18599999999999,1,1
2008-10-21,92.22,92.46,88.57,88.86,9716400.0,90.39200000000001,90.50699999999999,0,-1
2008-10-22,87.0,87.59,80.8,83.6,14198100.0,89.454,89.812,0,0
2008-10-23,84.09,85.89,81.0,84.35,12358000.0,88.02000000000001,89.34700000000001,0,0
2008-10-24,79.27,84.31,78.82,82.07,12287300.0,86.27799999999999,88.779,0,0
2008-10-27,80.27,84.5,79.01,79.66,11099100.0,83.708,87.524,0,0
2008-10-28,81.4,87.61,79.52,87.28,14205900.0,83.392,86.892,0,0
2008-10-29,87.74,91.0,86.25,88.2,12692000.0,84.312,86.883,0,0
2008-10-30,91.01,92.4,88.9,90.69,12033800.0,85.58,86.8,0,0
2008-10-31,90.9,94.19,89.03,92.97,10506300.0,87.75999999999999,87.019,1,1
2008-11-03,92.64,94.67,92.17,92.68,7686300.0,90.364,87.036,1,0
2008-11-04,94.76,94.76,92.07,93.4,10173000.0,91.588,87.49000000000001,1,0
2008-11-05,92.93,93.4,89.7,89.94,8706200.0,91.936,88.124,1,0
2008-11-06,87.68,88.83,84.28,85.15,12522000.0,90.828,88.204,1,0
2008-11-07,85.78,86.71,84.25,86.27,7927800.0,89.488,88.624,1,0
2008-11-10,87.99,88.1,82.74,83.87,9685100.0,87.726,89.04499999999999,0,-1
2008-11-11,83.25,84.29,80.25,82.74,10013600.0,85.59400000000001,88.591,0,0
2008-11-12,80.73,82.4,79.57,79.74,11368400.0,83.554,87.745,0,0
2008-11-13,79.62,84.39,75.4,84.21,15103600.0,83.36600000000001,87.09700000000001,0,0
2008-11-14,82.63,85.4,79.5,80.33,12023700.0,82.178,85.833,0,0
2008-11-17,79.4,79.74,77.16,77.48,10315300.0,80.9,84.313,0,0
2008-11-18,79.13,80.93,77.0,80.08,13050600.0,80.368,82.98100000000001,0,0
2008-11-19,79.93,81.0,75.73,75.97,12606400.0,79.614,81.584,0,0
2008-11-20,75.0,78.39,70.51,71.74,17634700.0,77.12,80.24300000000001,0,0
2008-11-21,72.74,76.98,69.5,74.88,19804500.0,76.03,79.104,0,0
2008-11-24,75.74,82.09,75.0,79.89,15023200.0,76.51199999999999,78.706,0,0
2008-11-25,81.37,82.4,78.22,80.65,12519700.0,76.626,78.497,0,0
2008-11-26,79.52,81.79,78.61,81.67,8240600.0,77.766,78.69,0,0
2008-11-28,81.0,81.9,80.1,81.6,3908300.0,79.738,78.429,1,1
2008-12-01,80.95,81.36,76.79,76.9,10265000.0,80.14200000000001,78.086,1,0
2008-12-02,77.8,80.0,76.14,79.84,9305200.0,80.132,78.322,1,0
2008-12-03,78.62,81.0,76.99,80.67,9757800.0,80.136,78.381,1,0
2008-12-04,80.03,80.83,76.18,77.44,10914000.0,79.28999999999999,78.52799999999999,1,0
2008-12-05,76.78,81.5,75.31,80.59,11212000.0,79.088,79.413,0,-1
2008-12-08,82.57,85.88,81.73,84.86,11177600.0,80.67999999999999,80.41099999999999,1,1
2008-12-09,83.82,85.434,82.2,82.69,9356400.0,81.25,80.691,1,0
2008-12-10,83.95,84.99,81.83,82.86,8187000.0,81.688,80.912,1,0
2008-12-11,81.5,82.86,79.77,80.58,10682400.0,82.316,80.803,1,0
2008-12-12,78.68,82.94,78.06,82.2,10381700.0,82.638,80.863,1,0
2008-12-15,82.51,83.54,80.0,82.77,8848200.0,82.22,81.45,1,0
2008-12-16,83.11,86.84,82.87,86.4,11559800.0,82.962,82.106,1,0
2008-12-17,85.44,87.27,84.6566,85.84,8592000.0,83.55799999999999,82.623,1,0
2008-12-18,85.77,86.64,82.96,84.0,8029500.0,84.242,83.279,1,0
2008-12-19,84.59,85.22,82.97,83.52,13098600.0,84.506,83.57199999999999,1,0
2008-12-22,83.27,83.45,80.32,81.99,7083300.0,84.35,83.285,1,0
2008-12-23,82.35,82.81,80.13,80.6,6374400.0,83.19,83.076,1,0
2008-12-24,80.55,81.22,79.92,80.52,2415200.0,82.126,82.842,0,-1
